Code,Description,Type,TypeLabel
1253,Health records clerks  (See 1411 General office support workers),50,Exclusion(s)
1253,  Library and public archive technicians (5211),50,Exclusion(s)
1253,Records management specialists  (See 1122 Professional occupations in business management consulting),50,Exclusion(s)
1253,"Records management supervisors  (See 1211 Supervisors, general office and administrative support workers)",50,Exclusion(s)
1253,Records management technicians perform some or all of the following duties: ,60,Main duties
1253,"Implement and update records classification, retention and disposal scheduling plans ",60,Main duties
1253,"Classify, code, cross-reference, log and store records ",60,Main duties
1253,Develop document inventories and maintain indexes for classification systems ,60,Main duties
1253,Operate information retrieval systems to research and extract records according to established guidelines in response to requests ,60,Main duties
1253,"Label, prepare and transfer information files according to established records management life-cycle procedures and schedules ",60,Main duties
1253,Maintain access lists for security classified records ,60,Main duties
1253,Compile statistics and reports on activities within records management services. ,60,Main duties
1253, ,60,Main duties
1253, ,60,Main duties
1253, ,60,Main duties
1253, ,60,Main duties
1253, ,60,Main duties
1253, ,60,Main duties
1253, ,60,Main duties
1253, ,60,Main duties
1253,Records management technicians usually require completion of a two- to three-year college program in information or records management technology. ,70,Employment requirements
1253,Two to three years experience in a records management environment may be required. ,70,Employment requirements
1253,Progression to supervisory positions is possible with additional training and experience. ,80,Additional information
1254,research assistant - generalist (except university) ,10,Illustrative example(s)
1254,research support officer ,10,Illustrative example(s)
1254,social research assistant (except university) ,10,Illustrative example(s)
1254,statistical officer ,10,Illustrative example(s)
1254,technical research assistant (except post-secondary) ,10,Illustrative example(s)
1254, ,19,All examples
1254,psychology research assistant (except university) ,19,All examples
1254,research assistant - generalist (except university) ,19,All examples
1254,research assistant (except post-secondary) ,19,All examples
1254,"research assistant, psychology (except university) ",19,All examples
1254,research support officer ,19,All examples
1254,social research assistant (except university) ,19,All examples
1254,social science research assistant (except university) ,19,All examples
1254,statistical officer ,19,All examples
1254,statistical technician ,19,All examples
1254,technical research assistant (except post-secondary) ,19,All examples
1254,technical services officer - statistics ,19,All examples
1254,  Data entry clerks (1422),50,Exclusion(s)
1254,"  Mathematicians, statisticians and actuaries (2161)",50,Exclusion(s)
1254,"  Policy and program researchers, consultants and officers (416)",50,Exclusion(s)
1254,  Survey interviewers and statistical clerks (1454),50,Exclusion(s)
1254,Statistical officers and related research support workers perform some or all of the following duties: ,60,Main duties
1254,"Compile tables, charts, graphs and summarized statistics for integration in research papers and reports ",60,Main duties
1254,Process data using statistical software to conduct basic analyses of trends in support of research activities ,60,Main duties
1254,"Collect, consolidate, cross-tabulate and format data from various sources to prepare draft reports for review by supervisors or researchers ",60,Main duties
1254,Assist in collection and tracking of data from monitored use of services and provide information to management and client groups ,60,Main duties
1254,May prepare technical documents and monitoring reports on volumetrics and other trend analyses ,60,Main duties
1254,May supervise statistical and research support workers. ,60,Main duties
1254, ,60,Main duties
1254, ,60,Main duties
1254, ,60,Main duties
1254, ,60,Main duties
1254, ,60,Main duties
1254, ,60,Main duties
1254, ,60,Main duties
1254,"Completion of secondary school is required. A college diploma or undergraduate degree in a social science, commerce, statistics or a related field is usually required. ",70,Employment requirements
1254,Progression to supervisory positions is possible with experience. Progression to professional occupations in statistics and research usually requires completion of a post-graduate degree. ,80,Additional information
1311,accounting bookkeeper ,10,Illustrative example(s)
1311,accounting technician ,10,Illustrative example(s)
1311,bookkeeper ,10,Illustrative example(s)
1311, ,19,All examples
1311,accounting bookkeeper ,19,All examples
1311,accounting technician ,19,All examples
1311,bookkeeper ,19,All examples
1311,bookkeeping clerk ,19,All examples
1311,budget officer ,19,All examples
1311,finance officer ,19,All examples
1311,financial officer ,19,All examples
1311,senior bookkeeper ,19,All examples
1311,  Accounting and related clerks (1431),50,Exclusion(s)
1311,"  Banking, insurance and other financial clerks (1434)",50,Exclusion(s)
1311,  Financial auditors and accountants (1111),50,Exclusion(s)
1311,  Payroll clerks (1432),50,Exclusion(s)
1311,Accounting technicians and bookkeepers perform some or all of the following duties: ,60,Main duties
1311,"Keep financial records and establish, maintain and balance various accounts using manual and computerized bookkeeping systems ",60,Main duties
1311,"Post journal entries and reconcile accounts, prepare trial balance of books, maintain general ledgers and prepare financial statements ",60,Main duties
1311,"Calculate and prepare cheques for payrolls and for utility, tax and other bills ",60,Main duties
1311,"Complete and submit tax remittance forms, workers' compensation forms, pension contribution forms and other government documents ",60,Main duties
1311,Prepare tax returns and perform other personal bookkeeping services ,60,Main duties
1311,"Prepare other statistical, financial and accounting reports. ",60,Main duties
1311, ,60,Main duties
1311, ,60,Main duties
1311, ,60,Main duties
1311, ,60,Main duties
1311, ,60,Main duties
1311, ,60,Main duties
1311, ,60,Main duties
1311,Completion of secondary school is required. ,70,Employment requirements
1311,"Completion of a college program in accounting, bookkeeping or a related field   or  Completion of two years (first level) of a recognized professional accounting program (e.g., Chartered Accounting, Certified General Accounting)   or  Courses in accounting or bookkeeping combined with several years of experience as a financial or accounting clerk are required. ",70,Employment requirements
1311,Progression to professional accounting occupations is possible with additional training. ,80,Additional information
1312,adjuster ,10,Illustrative example(s)
1312,claims examiner ,10,Illustrative example(s)
1312,claims representative ,10,Illustrative example(s)
1312,insurance adjuster ,10,Illustrative example(s)
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312, ,19,All examples
1312,adjuster ,19,All examples
1312,adjuster - insurance ,19,All examples
1312,adjuster trainee - insurance ,19,All examples
1312,automobile claims technical adjuster ,19,All examples
1312,casualty insurance adjuster ,19,All examples
1312,claims adjuster - insurance ,19,All examples
1312,claims approver - insurance ,19,All examples
1312,claims consultant ,19,All examples
1312,claims examiner ,19,All examples
1312,claims examiner - insurance ,19,All examples
1312,claims investigator ,19,All examples
1312,claims investigator - insurance ,19,All examples
1312,claims representative ,19,All examples
1312,claims representative - insurance ,19,All examples
1312,disability claims examiner - insurance ,19,All examples
1312,disaster relief claims adjuster - insurance ,19,All examples
1312,field adjuster - insurance ,19,All examples
1312,fire insurance adjuster ,19,All examples
1312,freight adjuster - insurance ,19,All examples
1312,group life claims examiner - insurance ,19,All examples
1312,health and dental claims examiner - insurance ,19,All examples
1312,insurance adjuster ,19,All examples
1312,insurance inspector ,19,All examples
1312,liability adjuster - insurance ,19,All examples
1312,loss examiner - insurance ,19,All examples
1312,marine claims adjuster - insurance ,19,All examples
1312,marine insurance adjuster ,19,All examples
1312,medical claims assessor - insurance ,19,All examples
1312,motor vehicle claims adjuster - insurance ,19,All examples
1312,production examiner ,19,All examples
1312,property adjuster - insurance ,19,All examples
1312,public adjuster - insurance ,19,All examples
1312,railroad claims adjuster - insurance ,19,All examples
1312,settlement management associate ,19,All examples
1312,settlement specialist ,19,All examples
1312,staff adjuster - insurance ,19,All examples
1312,telephone adjuster - insurance ,19,All examples
1312,trainee adjuster - insurance ,19,All examples
1312,workers' compensation adjuster - insurance ,19,All examples
1312,"  Supervisors, finance and insurance office workers (1212)",50,Exclusion(s)
1312,Insurance adjusters perform some or all of the following duties: ,60,Main duties
1312,Investigate circumstances surrounding insurance claims to determine validity of claim ,60,Main duties
1312,"Inspect automobile, home or other property damage ",60,Main duties
1312,"Take statements and consult with claimants, accident witnesses, doctors and other relevant individuals and examine records or reports ",60,Main duties
1312,Determine amount of loss or damages covered by insurance policies ,60,Main duties
1312,Negotiate settlement of claims ,60,Main duties
1312,Prepare adjustment reports. ,60,Main duties
1312,Insurance claims examiners perform some or all of the following duties: ,60,Main duties
1312,"Review, examine, calculate and authorize insurance claims investigated by insurance adjusters ",60,Main duties
1312,Examine adjusters' reports and similar insurance claims or precedents to determine extent of insurance coverage ,60,Main duties
1312,Ensure claims are valid and settlements are made according to company practices and procedures ,60,Main duties
1312,"Consult lawyers, doctors or other relevant individuals to discuss insurance claims ",60,Main duties
1312,"Approve automobile, fire, life, disability, dental or other insurance claims. ",60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312, ,60,Main duties
1312,Completion of secondary school is required. ,70,Employment requirements
1312,"A bachelor's degree, college diploma or some post-secondary education   or  Several years of experience as a clerk in the claims department or other general insurance experience are required. ",70,Employment requirements
1312,Several years of on-the-job training and completion of insurance industry courses and training programs are required. ,70,Employment requirements
1312,Independent adjusters require a provincial licence issued by the Superintendent of Insurance in the province or territory of employment. ,70,Employment requirements
1312,"Completion of educational programs through the Insurance Institute of Canada or its provincial counterparts entitles insurance adjusters and claims examiners to professional recognition as a Chartered Insurance Professional (CIP), and with additional university courses, as a Fellow Chartered Insurance Professional (FCIP). ",80,Additional information
1313,group underwriter ,10,Illustrative example(s)
1313,insurance underwriter ,10,Illustrative example(s)
1313,liability underwriter ,10,Illustrative example(s)
1313,property underwriter ,10,Illustrative example(s)
1313, ,19,All examples
1313, ,19,All examples
1313, ,19,All examples
1313, ,19,All examples
1313, ,19,All examples
1313,accident and sickness underwriter - insurance ,19,All examples
1313,assistant underwriter - insurance ,19,All examples
1313,automobile and home insurance consultant ,19,All examples
1313,automobile underwriter - insurance ,19,All examples
1313,boiler and machinery underwriter - insurance ,19,All examples
1313,casualty insurance products analyst-designer ,19,All examples
1313,casualty underwriter - insurance ,19,All examples
1313,commercial underwriter - insurance ,19,All examples
1313,farm underwriter - insurance ,19,All examples
1313,fire underwriter - insurance ,19,All examples
1313,group underwriter ,19,All examples
1313,group underwriter - insurance ,19,All examples
1313,head office underwriter - insurance ,19,All examples
1313,home office underwriter - insurance ,19,All examples
1313,insurance rating analyst ,19,All examples
1313,insurance underwriter ,19,All examples
1313,junior underwriter - insurance ,19,All examples
1313,liability underwriter ,19,All examples
1313,life underwriter ,19,All examples
1313,marine and aircraft underwriter - insurance ,19,All examples
1313,marine underwriter - insurance ,19,All examples
1313,package underwriter - insurance ,19,All examples
1313,personal lines underwriter ,19,All examples
1313,property underwriter ,19,All examples
1313,property underwriter - insurance ,19,All examples
1313,public liability underwriter - insurance ,19,All examples
1313,reinsurance underwriter - insurance ,19,All examples
1313,senior underwriter - insurance ,19,All examples
1313,surety underwriter - insurance ,19,All examples
1313,underwriter - insurance ,19,All examples
1313,"underwriter, accident and sickness - insurance ",19,All examples
1313,"underwriter, automobile - insurance ",19,All examples
1313,"underwriter, boiler and machinery - insurance ",19,All examples
1313,"underwriter, casualty - insurance ",19,All examples
1313,"underwriter, commercial - insurance ",19,All examples
1313,"underwriter, farm - insurance ",19,All examples
1313,"underwriter, fire - insurance ",19,All examples
1313,"underwriter, group - insurance ",19,All examples
1313,"underwriter, head office - insurance ",19,All examples
1313,"underwriter, home office - insurance ",19,All examples
1313,"underwriter, life ",19,All examples
1313,"underwriter, marine - insurance ",19,All examples
1313,"underwriter, marine and aircraft - insurance ",19,All examples
1313,"underwriter, package - insurance ",19,All examples
1313,"underwriter, property - insurance ",19,All examples
1313,"underwriter, public liability - insurance ",19,All examples
1313,"underwriter, surety - insurance ",19,All examples
1313,  Insurance agents and brokers (6231),50,Exclusion(s)
1313,"Insurance managers  (See 0121 Insurance, real estate and financial brokerage managers)",50,Exclusion(s)
1313,Insurance underwriters perform some or all of the following duties: ,60,Main duties
1313,"Review individual and group applications for automobile, fire, health, liability, life, property, marine, aircraft and other insurance ",60,Main duties
1313,"Evaluate new and renewal applications to determine insurance risks, insurance premiums, extent of insurance coverage and other conditions of the insurance contract using medical reports, rate tables and other documents and reference materials; adjust premiums, coverage or risk itself to make acceptance of new and renewal applications possible ",60,Main duties
1313,Approve sale of insurance policies and ensure compliance with government regulations ,60,Main duties
1313,Provide recommendations on individual or group insurance plan designs ,60,Main duties
1313,"Provide underwriting advice and answer inquiries from clients and from insurance agents, consultants and other company personnel ",60,Main duties
1313,Prepare underwriting reports and update insurance forms when necessary. ,60,Main duties
1313, ,60,Main duties
1313, ,60,Main duties
1313, ,60,Main duties
1313, ,60,Main duties
1313, ,60,Main duties
1313, ,60,Main duties
1313, ,60,Main duties
1313,"Completion of secondary school and some general insurance experience   or  A bachelor's degree, college diploma or some post-secondary education is required. ",70,Employment requirements
1313,Several years of on-the-job training and completion of insurance industry underwriting courses and training programs are required. ,70,Employment requirements
1313,Progression to management positions in the insurance industry is possible with experience. ,80,Additional information
1313,"Completion of educational programs through the Insurance Institute of Canada or its provincial counterparts entitles insurance underwriters to professional recognition as a Chartered Insurance Professional (CIP) and, with additional university courses, as a Fellow, Chartered Insurance Professional (FCIP). ",80,Additional information
1314,accredited appraiser ,10,Illustrative example(s)
1314,business valuator ,10,Illustrative example(s)
1314,chartered business valuator (CBV) ,10,Illustrative example(s)
1314,property assessor ,10,Illustrative example(s)
1314,property valuator ,10,Illustrative example(s)
1314,real estate appraiser ,10,Illustrative example(s)
1314, ,19,All examples
1314, ,19,All examples
1314, ,19,All examples
1314, ,19,All examples
1314, ,19,All examples
1314,accredited appraiser ,19,All examples
1314,appraisal technician ,19,All examples
1314,appraiser (except customs) ,19,All examples
1314,assessor (except tax) ,19,All examples
1314,assistant appraiser ,19,All examples
1314,automobile appraiser ,19,All examples
1314,building appraiser ,19,All examples
1314,business appraiser ,19,All examples
1314,business valuation officer ,19,All examples
1314,business valuator ,19,All examples
1314,Canadian residential appraiser (CRA) ,19,All examples
1314,chartered appraiser ,19,All examples
1314,chartered business valuator (CBV) ,19,All examples
1314,CRA (Canadian residential appraiser) ,19,All examples
1314,fishing vessels appraiser ,19,All examples
1314,furniture appraiser ,19,All examples
1314,insurance appraiser ,19,All examples
1314,municipal assessor ,19,All examples
1314,property appraiser ,19,All examples
1314,property assessor ,19,All examples
1314,property valuator ,19,All examples
1314,real estate analyst ,19,All examples
1314,real estate appraisal technician ,19,All examples
1314,real estate appraiser ,19,All examples
1314,real estate assessor ,19,All examples
1314,"technician, real estate appraisal ",19,All examples
1314,valuation consultant ,19,All examples
1314,valuator-appraiser ,19,All examples
1314,  Financial and investment analysts (1112),50,Exclusion(s)
1314,  Financial auditors and accountants (1111),50,Exclusion(s)
1314,  Insurance adjusters and claims examiners (1312),50,Exclusion(s)
1314,"Jewellery appraisers  (See 6344 Jewellers, jewellery and watch repairers and related occupations)",50,Exclusion(s)
1314,Land agents and right of way agents  (See 1225 Purchasing agents and officers),50,Exclusion(s)
1314,Market analysts  (See 4163 Business development officers and marketing researchers and consultants),50,Exclusion(s)
1314,  Property administrators (1224),50,Exclusion(s)
1314,Assessors perform some or all of the following duties: ,60,Main duties
1314,"Assess value of land, building, structures, machinery, equipment and property improvements for purposes of taxation, grants and regional planning and prior to sale or purchase ",60,Main duties
1314,"Review and analyze data such as past sales, title searches, engineering and alignment maps, soil maps, subdivision plans, water and sewer plans, leasing cost data and easements ",60,Main duties
1314,Explain assessment process to ratepayers. ,60,Main duties
1314,"Assessors may specialize in advising and consulting in a specific field of assessment such as residential, commercial, industrial, institutional or farm lands. ",60,Main duties
1314,Valuators perform some or all of the following duties: ,60,Main duties
1314,"Collect and analyze financial records of a business, such as financial statements, budgets, projections and sales data, to assess its competitiveness or to estimate its market value ",60,Main duties
1314,"Prepare reports for estate planning, matrimonial litigation, insurance and business losses ",60,Main duties
1314,"Appear as an expert witness before courts, security regulators and other regulatory boards and commissions. ",60,Main duties
1314,Appraisers perform some or all of the following duties: ,60,Main duties
1314,"Appraise value of property, building, industrial and commercial machinery and equipment and personal and household items ",60,Main duties
1314,"Prepare appraisal reports for lending agencies, insurance companies, government departments, courts, attorneys, creditors, buyers or auctioneers. ",60,Main duties
1314,Appraisers may specialize in a specific type of appraisal such as real estate appraisal. ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314, ,60,Main duties
1314,Assessors require a college diploma in municipal assessment   and  Accreditation with the municipal assessment association of the province. ,70,Employment requirements
1314,"Valuators usually require a bachelor's degree or college diploma in accounting, business or commerce   and  Accreditation with the Canadian Institute of Chartered Business Valuators based on successful completion of its business and security valuation program. ",70,Employment requirements
1314,Appraisers require a college diploma or vocational training in the field of appraisal   or  Several years of experience in a position related to the field of appraisal. ,70,Employment requirements
1314,"In Quebec, membership with l'Ordre des évaluateurs agréés du Québec (OEAQ) is required to use the title chartered appraiser ",70,Employment requirements
1314,"Real estate appraisers usually require several years of experience as a real estate agent, right-of-way agent or property administrator and may require Canadian residential appraiser certification. ",70,Employment requirements
1314,"Appraisers of residential, commercial or industrial property require accreditation with the Appraisal Institute of Canada. ",70,Employment requirements
1314,Progression to management positions in each field is possible with experience. ,80,Additional information
1315,cargo broker ,10,Illustrative example(s)
1315,chartered shipbroker ,10,Illustrative example(s)
1315,customs broker ,10,Illustrative example(s)
1315,gas broker ,10,Illustrative example(s)
1315,licensed customs broker ,10,Illustrative example(s)
1315,shipbroker ,10,Illustrative example(s)
1315,"broker, cargo ",19,All examples
1315,"broker, customs house ",19,All examples
1315,"broker, gas ",19,All examples
1315,"broker, information customs ",19,All examples
1315,"broker, oil lease ",19,All examples
1315,"broker, yacht ",19,All examples
1315,cargo broker ,19,All examples
1315,chartered shipbroker ,19,All examples
1315,customs broker ,19,All examples
1315,customs clearance agent ,19,All examples
1315,customs consultant ,19,All examples
1315,customs house broker ,19,All examples
1315,customs information broker ,19,All examples
1315,designated shipbroker ,19,All examples
1315,gas broker ,19,All examples
1315,licensed customs broker ,19,All examples
1315,oil lease broker ,19,All examples
1315,qualified customs broker ,19,All examples
1315,royalty broker ,19,All examples
1315,ship agent ,19,All examples
1315,ship line agent ,19,All examples
1315,shipbroker ,19,All examples
1315,supply chain specialist - customs brokerage ,19,All examples
1315,yacht broker ,19,All examples
1315,Insurance brokers  (See 6231 Insurance agents and brokers),50,Exclusion(s)
1315,"  Insurance, real estate and financial brokerage managers (0121)",50,Exclusion(s)
1315,"  Securities agents, investment dealers and brokers (1113)",50,Exclusion(s)
1315,Customs brokers perform some or all of the following duties: ,60,Main duties
1315,"Prepare and process import/export documents and other forms on behalf of clients according to customs regulations, laws and procedures ",60,Main duties
1315,"Sign import/export documents on behalf of client, using power of attorney ",60,Main duties
1315,"Arrange for payment of duties, taxes, storage and transportation of imported goods and bonds to cover duty goods ",60,Main duties
1315,Quote duty and tax rates on commodities for clients ,60,Main duties
1315,"Provide advice to clients on export and import restrictions, tariff systems, letters of credit, insurance requirements and other custom related matters ",60,Main duties
1315,May represent client before administrative tribunals or in other dealings with government officials. ,60,Main duties
1315,Shipbrokers perform some or all of the following duties: ,60,Main duties
1315,"Buy and sell cargo space on ships on behalf of individuals, companies and governments ",60,Main duties
1315,"Consult trade publications and other sources to provide information to clients on available cargo space, destinations, rates and departure locations and times, and arrange ship charters for clients ",60,Main duties
1315,Negotiate rates and terms and prepare contracts and other papers ,60,Main duties
1315,"Buy and sell ships, yachts and other watercraft on behalf of clients ",60,Main duties
1315,"Inspect vessels, explain features and negotiate price when purchasing or selling for clients ",60,Main duties
1315,Arrange for insurance coverage for cargo or for ships ,60,Main duties
1315,Arrange for registration and licensing of ships. ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315, ,60,Main duties
1315,Completion of secondary school is required. ,70,Employment requirements
1315,Some post-secondary education in commerce or a related field may be required. ,70,Employment requirements
1315,Customs brokers require several years of on-the-job training and completion of a customs brokers training program through the International Federation of Customs Brokers Association. ,70,Employment requirements
1315,"A customs broker licence, issued by the Canada Border Services Agency, is required for an individual or company to operate a customs brokerage business. ",70,Employment requirements
1315,"Shipbrokers selling cargo space on ships usually require several years of on-the-job training or related experience such as shipping company scheduling experience. Shipbrokers selling watercraft usually require in-depth experience with, and knowledge of, various watercraft. ",70,Employment requirements
1315,Correspondence courses from the Institute of Chartered Shipbrokers are available for shipbrokers. ,70,Employment requirements
1315,There is no mobility between the different types of brokers in this unit group. ,80,Additional information
1411,administrative clerk ,10,Illustrative example(s)
1411,aircraft records clerk ,10,Illustrative example(s)
1411,file and classification clerk ,10,Illustrative example(s)
1411,filing clerk ,10,Illustrative example(s)
1411,general office worker ,10,Illustrative example(s)
1411,medical records clerk ,10,Illustrative example(s)
1411,office assistant ,10,Illustrative example(s)
1411,office clerk ,10,Illustrative example(s)
1411,records filing-system clerk ,10,Illustrative example(s)
1411,technical records clerk ,10,Illustrative example(s)
1411,ward clerk - hospital ,10,Illustrative example(s)
1411,warranty clerk ,10,Illustrative example(s)
1411, ,19,All examples
1411, ,19,All examples
1411, ,19,All examples
1411, ,19,All examples
1411, ,19,All examples
1411, ,19,All examples
1411,address forms clerk ,19,All examples
1411,administrative clerk ,19,All examples
1411,aircraft records clerk ,19,All examples
1411,auction clerk ,19,All examples
1411,bill sorter ,19,All examples
1411,"board marker, grain quotations ",19,All examples
1411,broadcast clerk ,19,All examples
1411,bus terminal clerk ,19,All examples
1411,card filer ,19,All examples
1411,classification clerk ,19,All examples
1411,"classification clerk, records ",19,All examples
1411,clerical assistant ,19,All examples
1411,"clerk, aircraft records ",19,All examples
1411,"clerk, classification ",19,All examples
1411,"clerk, general office ",19,All examples
1411,"clerk, meter records ",19,All examples
1411,"clerk, records ",19,All examples
1411,"clerk, records classification ",19,All examples
1411,"clerk, technical records ",19,All examples
1411,clerk-stenographer ,19,All examples
1411,correspondence filing clerk ,19,All examples
1411,course co-ordinator ,19,All examples
1411,credit card authorization clerk ,19,All examples
1411,dietetics office clerk - hospital ,19,All examples
1411,documents clerk ,19,All examples
1411,drawings filing clerk ,19,All examples
1411,file and classification clerk ,19,All examples
1411,file clerk ,19,All examples
1411,filing clerk ,19,All examples
1411,film filing clerk ,19,All examples
1411,float clerk ,19,All examples
1411,general office clerk ,19,All examples
1411,general office worker ,19,All examples
1411,grain quotations board marker ,19,All examples
1411,health information clerk ,19,All examples
1411,health records clerk ,19,All examples
1411,hospital records clerk ,19,All examples
1411,information and records clerk ,19,All examples
1411,junior office clerk ,19,All examples
1411,mail order clerk ,19,All examples
1411,mail order filler ,19,All examples
1411,map clerk ,19,All examples
1411,medical records clerk ,19,All examples
1411,meter records clerk ,19,All examples
1411,municipal office clerk ,19,All examples
1411,office administration clerk ,19,All examples
1411,office assistant ,19,All examples
1411,office clerk ,19,All examples
1411,office machine operator ,19,All examples
1411,"operator, office machines ",19,All examples
1411,order transcriber ,19,All examples
1411,plate filing clerk ,19,All examples
1411,police station clerk ,19,All examples
1411,records classification clerk ,19,All examples
1411,records clerk ,19,All examples
1411,records filing-system clerk ,19,All examples
1411,records management clerk ,19,All examples
1411,records support clerk ,19,All examples
1411,relief clerk ,19,All examples
1411,road clerk ,19,All examples
1411,road maintenance clerk ,19,All examples
1411,subscription clerk ,19,All examples
1411,technical records clerk ,19,All examples
1411,ticket preparer - manufacturing ,19,All examples
1411,typist ,19,All examples
1411,unit clerk ,19,All examples
1411,utilities clerk ,19,All examples
1411,utility clerk ,19,All examples
1411,ward clerk - hospital ,19,All examples
1411,warranty clerk ,19,All examples
1411,word processor clerk ,19,All examples
1411,  Accounting and related clerks (1431),50,Exclusion(s)
1411,  Administrative assistants (1241),50,Exclusion(s)
1411,  Administrative officers (1221),50,Exclusion(s)
1411,  Court clerks (1416),50,Exclusion(s)
1411,  Data entry clerks (1422),50,Exclusion(s)
1411,  Personnel clerks (1415),50,Exclusion(s)
1411,  Receptionists (1414),50,Exclusion(s)
1411,  Records management technicians (1253),50,Exclusion(s)
1411,"  Supervisors, general office and administrative support workers (1211)",50,Exclusion(s)
1411,General office support workers perform some or all of the following duties: ,60,Main duties
1411,"Prepare correspondence, reports, statements, forms, presentations, applications and other documents from notes or dictaphone ",60,Main duties
1411,"Respond to telephone, in person or electronic enquiries or forward to appropriate person ",60,Main duties
1411,"Provide general information to staff, clients and the public regarding company or program rules, regulations and procedures ",60,Main duties
1411,"Photocopy and collate documents for distribution, mailing and filing ",60,Main duties
1411,"Sort and file documents according to established filing systems, locate and retrieve documents from files as requested and maintain records of filed and removed materials ",60,Main duties
1411,"Maintain and prepare reports from manual or electronic files, inventories, mailing lists and databases ",60,Main duties
1411,"Process incoming and outgoing mail, manually or electronically ",60,Main duties
1411,Send and receive messages and documents using fax machine or electronic mail ,60,Main duties
1411,"Assist with administrative procedures such as budget submissions, contracts administration and work schedules ",60,Main duties
1411,"Maintain inventory of office supplies, order supplies as required and arrange for servicing of office equipment ",60,Main duties
1411,May perform basic bookkeeping tasks such as preparing invoices and bank deposits ,60,Main duties
1411,"May sort, process and verify receipts, expenditures, forms and other documents ",60,Main duties
1411,May organize the flow of work for other office support workers. ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411, ,60,Main duties
1411,Completion of secondary school is usually required. ,70,Employment requirements
1411,Completion of secondary school or college business or commercial courses is usually required. ,70,Employment requirements
1411,Progression to supervisory or office management positions is possible with experience. ,80,Additional information
1411,Progression to officer level positions is possible with additional training and experience. ,80,Additional information
1414,answering service operator ,10,Illustrative example(s)
1414,appointment clerk ,10,Illustrative example(s)
1414,business receptionist ,10,Illustrative example(s)
1414,dental receptionist ,10,Illustrative example(s)
1414,hospital admitting clerk ,10,Illustrative example(s)
1414,medical receptionist ,10,Illustrative example(s)
1414,office reception clerk ,10,Illustrative example(s)
1414,receptionist ,10,Illustrative example(s)
1414,switchboard operator ,10,Illustrative example(s)
1414,telephone operator ,10,Illustrative example(s)
1414,telephone service assistant ,10,Illustrative example(s)
1414,telereceptionist ,10,Illustrative example(s)
1414,toll operator ,10,Illustrative example(s)
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414, ,19,All examples
1414,admitting clerk ,19,All examples
1414,answering service operator ,19,All examples
1414,appointment clerk ,19,All examples
1414,business receptionist ,19,All examples
1414,charge operator - telephone system ,19,All examples
1414,chief telephone operator ,19,All examples
1414,clerk switchboard operator ,19,All examples
1414,"clerk, hospital admissions ",19,All examples
1414,collect call operator - telephone system ,19,All examples
1414,dental office receptionist ,19,All examples
1414,dental receptionist ,19,All examples
1414,doctor's office receptionist ,19,All examples
1414,emergency admitting clerk ,19,All examples
1414,front desk clerk (except hotel) ,19,All examples
1414,hospital admissions clerk ,19,All examples
1414,hospital admitting clerk ,19,All examples
1414,hospital receptionist ,19,All examples
1414,information desk clerk ,19,All examples
1414,international exchange operator - telephone system ,19,All examples
1414,long distance telephone operator ,19,All examples
1414,mail and message distribution clerk ,19,All examples
1414,medical clinic receptionist ,19,All examples
1414,medical office assistant ,19,All examples
1414,medical office secretary-receptionist ,19,All examples
1414,medical receptionist ,19,All examples
1414,office reception clerk ,19,All examples
