NocCode,Occupation,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024
2171,Information systems analysts and consultants,175200,178400,182200,186200,190200,193800,197200,200700,204400,208200,212000
2172,Database analysts and data administrators,29600,30100,31000,31900,32800,33600,34400,35200,36000,36800,37500
2173,Software engineers and designers,48400,49300,50300,51300,52400,53300,54200,55100,56000,57000,58000
2174,Computer programmers and interactive media developers,151000,153600,156100,158600,161300,163400,165300,167300,169500,171700,174000
2175,Web designers and developers,29500,30200,30800,31500,32200,32800,33300,33900,34500,35100,35700
2210,Technical occupations in physical sciences,30600,30600,31000,31400,31800,32000,32200,32400,32600,32800,33000
2221,Biological technologists and technician,14000,14100,14300,14400,14600,14700,14800,14900,15000,15100,15200
2222,Agricultural and fish products inspectors; Forestry technologists and technician & Conservation and fishery officers,14300,14300,14500,14600,14700,14800,14800,14900,14900,14900,14900
2225,Landscape and horticulture technician and specialists,12000,12100,12200,12400,12500,12600,12600,12700,12800,12800,12900
2231,Civil engineering technologists and technician,27200,27200,27400,27900,28200,28600,28900,29200,29500,29900,30200
2232,Mechanical engineering technologists and technician,18900,19100,19500,19700,20000,20200,20400,20600,20800,21000,21200
2233,Industrial engineering and manufacturing technologists and technician,15700,15800,16100,16200,16400,16500,16600,16600,16700,16800,16900
2234,Construction estimators,17600,17500,17600,17800,18000,18300,18500,18700,18800,19000,19200
2241,Electrical and electronics engineering technologists and technician,31200,31100,31200,31200,31300,31200,31200,31100,31000,31000,30900
2242,Electronic service technician (household and business equipment),59800,60400,57700,55800,54400,53400,52500,52000,51600,51500,51400
2243,"Industrial instrument technician and mechanics & Aircraft instrument, electrical and avionics mechanics, technician and inspectors",18500,18500,18800,19000,19200,19300,19400,19500,19700,19800,19900
2250,"Technical occupations in architecture, drafting, surveying, geomatics",61900,62400,62600,62800,63100,63400,63500,63700,64000,64300,64600
2261,Non-destructive testers and inspection technician; Engineering inspectors and regulatory officers & Inspectors in public and environmental health and occupational health and safety,49100,49900,51100,52200,53300,54300,55200,56200,57200,58300,59300
2264,Construction inspectors,18900,18700,18700,19000,19200,19300,19500,19700,19800,20000,20200
2270,Transportation officers and controllers,30600,30900,31200,31300,31500,31700,31700,31800,31900,32100,32200
2281,Computer network technician,66200,66800,67700,68700,69600,70400,71100,71800,72600,73300,74100
2282,User support technician & Information systems testing technician,93200,94300,94700,95200,95800,96100,96400,96800,97300,97800,98300
3011,Nursing co-ordinators and supervisors,20900,21400,21800,22300,22800,23200,23600,24100,24500,24900,25400
3012,Registered nurses and registered psychiatric nurses,296900,303600,309100,315800,322400,328100,333700,339500,345300,351400,357400
3111,Specialist physicians,37900,38800,39900,41000,42200,43300,44300,45400,46600,47700,48900
3112,General practitioners and family physicians,53000,54200,55600,57100,58600,59900,61200,62600,64000,65400,66900
3113,Dentists,17100,17500,17800,18100,18400,18600,18800,19000,19200,19500,19700
3114,Veterinarians,8400,8500,8600,8700,8700,8800,8800,8900,8900,9000,9000
3120,"Optometrists, chiropractors and other health diagnosing and treating professionals",27400,27800,28300,28800,29300,29700,30200,30600,31000,31500,31900
3131,Pharmacists,33700,33900,34300,34800,35400,35700,36100,36500,36900,37400,37900
3132,Dietitians and nutritionists,11500,11600,11800,12000,12200,12400,12500,12700,12800,13000,13200
3141,Audiologists and speech-language pathologists,13300,13600,13800,14100,14400,14700,14900,15200,15400,15700,16000
3142,Physiotherapists,27000,27600,28200,28800,29400,30000,30500,31100,31600,32200,32800
3143,Occupational therapists & Other professional occupations in therapy and assessment,22100,22600,23000,23500,24000,24400,24800,25300,25700,26200,26600
3211,Medical laboratory technologists & Medical laboratory technician and pathologists' assistants,45600,46200,46900,47600,48400,49000,49600,50100,50800,51400,52000
3213,Animal health technologists and veterinary technician,13600,13900,14200,14400,14700,15000,15300,15500,15800,16100,16400
3214,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists; Medical radiation technologists & Medical sonographers",35000,35700,36400,37100,37700,38300,38900,39400,40000,40600,41200
3217,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c. & Other medical technologists and technician (except dental health)",56200,57000,58000,59000,60100,60900,61700,62600,63400,64400,65300
3220,Technical occupations in dental health care,33000,33500,33900,34400,35000,35400,35700,36100,36500,37000,37400
3231,Opticians,8300,8300,8400,8500,8700,8700,8800,8900,9000,9100,9200
3232,Practitioners of natural healing; Massage therapists & Other technical occupations in therapy and assessment,44700,45700,46700,47700,48700,49600,50400,51300,52200,53100,54100
3233,Licensed practical nurses,75200,76100,77300,78500,79800,80800,81800,82800,83800,84800,85900
3234,Paramedical occupations,26100,26700,27200,27800,28300,28800,29300,29700,30200,30700,31200
3411,Dental assistants,35100,35400,35800,36200,36600,36900,37200,37500,37800,38100,38400
3413,"Nurse aides, orderlies and patient service associates & Other assisting occupations in support of health services",282100,288600,294100,300500,306800,311900,317000,322200,327600,333300,338900
4011,University professors and lecturers,62900,63700,65000,66200,67500,68500,69400,70300,71200,72100,73000
4012,Post-secondary teaching and research assistants,69000,70000,70800,71900,73000,73900,74900,75800,76800,77700,78600
4021,College and other vocational instructors,112300,113500,115400,117200,119100,120600,122000,123300,124700,126000,127300
4031,Secondary school teachers,154300,156000,157000,158200,159200,159900,160500,161100,161600,162000,162500
4032,Elementary school and kindergarten teachers,282100,285600,288700,292400,295900,299000,301900,304800,307500,310200,313000
4033,Educational counsellors,17700,17900,18100,18300,18500,18700,18800,19000,19100,19200,19400
4110,"Judges, lawyers and Quebec notaries",96500,97500,98600,99800,100900,101900,102700,103500,104300,105200,106000
4151,Psychologists,21600,22000,22400,22800,23100,23500,23800,24100,24400,24700,25100
4152,Social workers & Probation and parole officers and related occupations,67900,69100,70200,71500,72700,73800,74800,75800,76800,77800,78800
